;course;daytime/evening attendance;previous qualification (grade);displaced;tuition fees up to date;scholarship holder;curricular units 1st sem (evaluations);curricular units 1st sem (grade);unemployment rate;inflation rate;gdp;target
3430;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Satisfactory;Medium;Low;High;Graduate
3431;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Satisfactory;High;High;Low;Graduate
3432;Ciencias Sociales;Yes;Satisfactory;Yes;Yes;Yes;Very Low;Satisfactory;High;High;Low;Graduate
3433;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Very Low;Basic;High;Low;Medium;Dropout
3434;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Medium;Low;High;Dropout
3435;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Low Failure;Low;Low;Very Low;Graduate
3436;Ciencias Sociales;Yes;Satisfactory;No;Yes;Yes;Very Low;Basic;High;Low;Medium;Graduate
3437;Ciencias Exactas;No;Basic;Yes;Yes;No;Medium Low;Low Failure;Low;Low;Very Low;Enrolled
3438;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Low Failure;High;Low;Medium;Graduate
3439;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Medium Low;Basic;Low;Medium;High;Dropout
3440;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Low Failure;High;High;Low;Enrolled
3441;Diseno;Yes;Basic;No;Yes;No;Low;Low Failure;Medium;Medium;Medium;Enrolled
3442;Ciencias Sociales;Yes;Low Failure;Yes;Yes;No;Very Low;Low Failure;Medium;Low;High;Graduate
3443;Ciencias Sociales;Yes;Basic;No;Yes;No;Very Low;Basic;Medium;Medium;Medium;Graduate
3444;Diseno;Yes;Basic;Yes;No;No;Low;Low Failure;High;Low;Medium;Dropout
3445;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Low Failure;High;Low;Medium;Graduate
3446;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Very Low;Satisfactory;High;Low;Medium;Dropout
3447;Diseno;Yes;Basic;Yes;Yes;Yes;Very Low;Failure;High;Low;Medium;Graduate
3448;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Medium;Medium;Medium;Graduate
3449;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Very Low;Satisfactory;Superior;Low;Low;Graduate
3450;Ciencias Exactas;No;Basic;No;Yes;No;Low;Basic;Superior;Low;Low;Enrolled
3451;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Basic;High;Low;Medium;Enrolled
3452;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Low Failure;High;High;Low;Graduate
3453;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;High;Low;Graduate
3454;Ciencias Exactas;Yes;Basic;No;No;No;Low;Failure;Low;Low;Very Low;Dropout
3455;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;High;High;Low;Graduate
3456;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Medium Low;Basic;Superior;Low;Low;Graduate
3457;Ciencias Agrarias;Yes;Satisfactory;No;Yes;Yes;Very Low;Satisfactory;Superior;Medium;Very Low;Graduate
3458;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Low Failure;Superior;Low;Low;Graduate
3459;Ciencias Exactas;No;Basic;No;No;No;Low;Failure;Low;Medium;Medium;Dropout
3460;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Low;Medium;Medium;Graduate
3461;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Basic;Medium;Medium;Medium;Enrolled
3462;Ciencias de la Salud;Yes;Basic;No;Yes;No;Medium Low;Low Failure;Superior;Medium;Very Low;Dropout
3463;Ciencias Sociales;Yes;Satisfactory;Yes;Yes;No;Low;Low Failure;Low;Low;Very Low;Enrolled
3464;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;High;Graduate
3465;Ciencias Exactas;Yes;Basic;No;Yes;No;Very Low;Failure;Medium;Medium;Medium;Dropout
3466;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Low Failure;Low;Medium;Medium;Enrolled
3467;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Low Failure;High;High;Low;Graduate
3468;Ciencias Exactas;No;Basic;No;Yes;No;Low;Low Failure;Superior;Medium;Very Low;Enrolled
3469;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;Low;Low;Very Low;Enrolled
3470;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;Medium;Medium;Medium;Graduate
3471;Ciencias Sociales;No;Low Failure;No;No;No;Very Low;Basic;Low;Medium;Medium;Graduate
3472;Ciencias Sociales;No;Basic;No;No;No;Low;Failure;Low;Medium;High;Dropout
3473;Ciencias Exactas;Yes;Basic;No;Yes;No;Medium Low;Low Failure;Low;Medium;Medium;Dropout
3474;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Failure;Low;Low;Very Low;Dropout
3475;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Satisfactory;Superior;Medium;Very Low;Graduate
3476;Ciencias Agrarias;Yes;Basic;Yes;Yes;Yes;Medium Low;Satisfactory;Superior;Medium;Very Low;Graduate
3477;Ciencias Exactas;No;Basic;No;Yes;No;Medium Low;Low Failure;Low;Low;Very Low;Dropout
3478;Ciencias Sociales;Yes;Satisfactory;No;Yes;No;Low;Low Failure;Medium;Medium;Medium;Enrolled
3479;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Very Low;Basic;High;Low;Medium;Graduate
3480;Ciencias de la Salud;Yes;Basic;No;Yes;Yes;Low;Basic;Low;Low;Very Low;Graduate
3481;Diseno;Yes;Basic;No;Yes;No;Very Low;Failure;High;High;Low;Graduate
3482;Ciencias Agrarias;Yes;Basic;No;Yes;No;Very Low;Failure;Superior;Medium;Very Low;Dropout
3483;Ciencias de la Salud;Yes;Basic;No;No;No;Low;Basic;Medium;Low;High;Dropout
3484;Ciencias de la Salud;Yes;Basic;No;No;No;Low;Basic;Medium;Low;High;Dropout
3485;Diseno;Yes;Basic;No;Yes;No;Low;Low Failure;High;Low;Medium;Dropout
3486;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;High;Low;Graduate
3487;Diseno;Yes;Basic;No;No;No;Very Low;Failure;Low;Low;Very Low;Dropout
3488;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Basic;Low;Low;Very Low;Dropout
3489;Ciencias Sociales;Yes;Low Failure;No;Yes;No;Low;Low Failure;Medium;Low;High;Graduate
3490;Diseno;Yes;Satisfactory;Yes;Yes;No;Very Low;Failure;High;High;Low;Dropout
3491;Ciencias Exactas;No;Basic;Yes;Yes;No;Very Low;Failure;Low;Medium;Medium;Dropout
3492;Ciencias Exactas;No;Basic;No;Yes;No;Low;Failure;High;High;Low;Dropout
3493;Ciencias Exactas;Yes;Basic;No;No;No;Very Low;Failure;High;High;Low;Dropout
3494;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Basic;Low;Low;Very Low;Graduate
3495;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Satisfactory;Superior;Low;Low;Graduate
3496;Ciencias Exactas;No;Basic;No;No;No;Low;Low Failure;High;Low;Medium;Dropout
3497;Ciencias Exactas;No;Low Failure;No;Yes;No;Very Low;Basic;Superior;Low;Low;Dropout
3498;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;High;Low;Graduate
3499;Ciencias Agrarias;Yes;Satisfactory;No;Yes;No;Very Low;Failure;Medium;Low;High;Enrolled
3500;Ciencias Exactas;Yes;Basic;Yes;Yes;Yes;Low;Basic;Low;Medium;High;Dropout
3501;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Basic;Superior;Low;Low;Dropout
3502;Diseno;Yes;Satisfactory;Yes;No;No;Very Low;Basic;High;Low;Medium;Graduate
3503;Ciencias Agrarias;Yes;Basic;No;Yes;Yes;Low;Low Failure;High;Low;Medium;Graduate
3504;Diseno;Yes;Basic;No;Yes;Yes;Low;Basic;High;Low;Medium;Graduate
3505;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Failure;Low;Low;Very Low;Dropout
3506;Ciencias Sociales;Yes;Basic;No;No;No;Low;Failure;Low;Low;Very Low;Dropout
3507;Diseno;Yes;Basic;No;Yes;No;Very Low;Low Failure;Low;Low;Very Low;Graduate
3508;Ciencias Exactas;Yes;Basic;Yes;Yes;Yes;Very Low;Low Failure;High;Low;Medium;Enrolled
3509;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Basic;High;Low;Medium;Graduate
3510;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Medium;Low;High;Dropout
3511;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Basic;High;Low;Medium;Enrolled
3512;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Failure;Medium;Medium;Medium;Dropout
3513;Diseno;Yes;Basic;No;Yes;Yes;Medium Low;Basic;Medium;Low;High;Dropout
3514;Diseno;Yes;Basic;Yes;Yes;No;Low;Low Failure;Low;Medium;Medium;Dropout
3515;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Low;Very Low;Enrolled
3516;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Failure;Medium;Medium;Medium;Dropout
3517;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Failure;Low;Medium;Medium;Dropout
3518;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Low Failure;Low;Medium;Medium;Dropout
3519;Ciencias Exactas;No;Basic;Yes;Yes;No;Low;Low Failure;Medium;Medium;Medium;Dropout
3520;Ciencias Exactas;No;Satisfactory;No;Yes;No;Very Low;Basic;High;Low;Medium;Graduate
3521;Diseno;Yes;Basic;Yes;Yes;No;Medium Low;Low Failure;Medium;Low;High;Dropout
3522;Diseno;Yes;Basic;Yes;Yes;Yes;Low;Satisfactory;Medium;Low;High;Graduate
3523;Diseno;Yes;Basic;No;Yes;No;Low;Failure;Low;Low;Very Low;Enrolled
3524;Ciencias Exactas;No;Basic;No;Yes;No;Very Low;Satisfactory;High;High;Low;Enrolled
3525;Ciencias Agrarias;Yes;Basic;Yes;Yes;No;Low;Basic;High;Low;Medium;Graduate
3526;Ciencias Agrarias;Yes;Low Failure;No;No;No;Medium Low;Low Failure;Low;Medium;High;Dropout
3527;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Low Failure;High;Low;Medium;Dropout
3528;Ciencias Exactas;Yes;Low Failure;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Dropout
3529;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Basic;High;Low;Medium;Enrolled
3530;Diseno;Yes;Low Failure;Yes;Yes;No;Very Low;Basic;Low;Medium;High;Graduate
3531;Ciencias Agrarias;Yes;Basic;Yes;Yes;No;Low;Basic;Superior;Low;Low;Enrolled
3532;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;High;Graduate
3533;Ciencias Sociales;Yes;Basic;No;No;No;Low;Failure;Low;Low;Very Low;Dropout
3534;Ciencias Exactas;No;Basic;Yes;Yes;No;Very Low;Low Failure;Low;Medium;Medium;Dropout
3535;Ciencias Exactas;No;Basic;No;Yes;No;Medium Low;Low Failure;Low;Medium;High;Dropout
3536;Ciencias Exactas;No;Low Failure;No;Yes;No;Very Low;Failure;High;High;Low;Dropout
3537;Ciencias Exactas;Yes;Basic;No;No;No;Very Low;Failure;Medium;Medium;Medium;Dropout
3538;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Medium;Medium;Dropout
3539;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Basic;Superior;Low;Low;Graduate
3540;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Failure;Low;Low;Very Low;Dropout
3541;Diseno;Yes;Basic;No;No;No;Very Low;Low Failure;Medium;Medium;Medium;Dropout
3542;Ciencias Exactas;No;Low Failure;No;Yes;No;Very Low;Basic;Superior;Medium;Very Low;Enrolled
3543;Ciencias de la Salud;Yes;Basic;No;No;No;Low;Basic;Medium;Low;High;Enrolled
3544;Ciencias Exactas;No;Basic;No;Yes;No;Low;Low Failure;Low;Medium;Medium;Enrolled
3545;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Low;Medium;Medium;Graduate
3546;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;Low;Medium;Graduate
3547;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Failure;Low;Medium;Medium;Dropout
3548;Diseno;Yes;Basic;Yes;No;No;Low;Failure;High;High;Low;Dropout
3549;Ciencias de la Salud;Yes;Basic;No;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
3550;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Medium;Low;High;Enrolled
3551;Ciencias Sociales;Yes;Basic;No;No;No;Low;Failure;Superior;Low;Low;Dropout
3552;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Basic;High;High;Low;Dropout
3553;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Superior;High;Low;Medium;Dropout
3554;Diseno;Yes;Basic;No;Yes;No;Very Low;Basic;Low;Medium;High;Enrolled
3555;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Superior;Low;Low;Graduate
3556;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Low Failure;Low;Low;Very Low;Enrolled
3557;Ciencias Agrarias;Yes;Basic;No;No;No;Very Low;Failure;High;Low;Medium;Dropout
3558;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Low;Very Low;Enrolled
3559;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
3560;Ciencias de la Salud;Yes;Basic;No;Yes;No;Very Low;Basic;Superior;Low;Low;Enrolled
3561;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
3562;Ciencias Agrarias;Yes;Basic;No;Yes;No;Very Low;Failure;Low;Medium;Medium;Dropout
3563;Ciencias Exactas;Yes;Satisfactory;No;No;No;Very Low;Satisfactory;Low;Medium;High;Dropout
3564;Ciencias Exactas;Yes;Basic;No;No;No;Very Low;Failure;Superior;Medium;Very Low;Dropout
3565;Ciencias Exactas;No;Satisfactory;No;No;Yes;Low;Low Failure;Low;Low;Very Low;Dropout
3566;Diseno;Yes;Basic;Yes;Yes;No;Medium Low;Satisfactory;Superior;Low;Low;Graduate
3567;Ciencias Exactas;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Low;Medium;High;Graduate
3568;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Basic;High;Low;Medium;Graduate
3569;Ciencias de la Salud;Yes;Basic;No;Yes;No;Very Low;Failure;Medium;Medium;Medium;Dropout
3570;Diseno;Yes;Basic;Yes;Yes;No;Low;Low Failure;Low;Medium;High;Graduate
3571;Ciencias Exactas;Yes;Basic;No;Yes;No;Very Low;Superior;Low;Medium;High;Graduate
3572;Ciencias Exactas;No;Basic;No;Yes;No;Low;Low Failure;Medium;Medium;Medium;Dropout
3573;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Failure;Low;Low;Very Low;Enrolled
3574;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Low;Medium;High;Graduate
3575;Ciencias Agrarias;Yes;Basic;No;Yes;No;Very Low;Satisfactory;Medium;Low;High;Graduate
3576;Ciencias Exactas;Yes;Low Failure;Yes;Yes;No;Very Low;Low Failure;High;Low;Medium;Graduate
3577;Ciencias de la Salud;Yes;Low Failure;No;Yes;No;Medium Low;Low Failure;High;High;Low;Dropout
3578;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Very Low;Failure;Medium;Medium;Medium;Dropout
3579;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Satisfactory;High;High;Low;Graduate
3580;Ciencias Agrarias;Yes;Basic;Yes;Yes;No;Low;Basic;High;Low;Medium;Graduate
3581;Ciencias de la Salud;Yes;Basic;No;Yes;No;Very Low;Basic;Medium;Medium;Medium;Graduate
3582;Ciencias Exactas;No;Basic;No;Yes;No;Very Low;Failure;Medium;Medium;Medium;Dropout
3583;Ciencias Exactas;Yes;Basic;Yes;No;No;Low;Basic;Low;Medium;High;Enrolled
3584;Ciencias Sociales;No;Basic;No;Yes;No;Low;Basic;Low;Medium;High;Graduate
3585;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Satisfactory;High;Low;Medium;Dropout
3586;Diseno;Yes;Basic;No;No;No;Very Low;Failure;Low;Low;Very Low;Dropout
3587;Diseno;Yes;Basic;No;Yes;No;Low;Basic;Medium;Medium;Medium;Graduate
3588;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Low;Basic;High;Low;Medium;Graduate
3589;Ciencias Exactas;No;Basic;No;Yes;No;Very Low;Failure;Low;Medium;High;Dropout
3590;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Failure;Low;Medium;Medium;Enrolled
3591;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Medium;Medium;Medium;Enrolled
3592;Diseno;Yes;Low Failure;Yes;Yes;No;Low;Basic;Low;Low;Very Low;Dropout
3593;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;High;High;Low;Dropout
3594;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Low Failure;Low;Low;Very Low;Enrolled
3595;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Basic;High;Low;Medium;Dropout
3596;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Basic;Superior;Medium;Very Low;Enrolled
3597;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;Medium;Medium;Medium;Graduate
3598;Ciencias Sociales;Yes;Low Failure;Yes;Yes;Yes;Very Low;Basic;Medium;Medium;Medium;Graduate
3599;Ciencias Exactas;Yes;Basic;No;Yes;No;Medium Low;Satisfactory;Low;Low;Very Low;Dropout
3600;Diseno;Yes;Basic;Yes;No;No;Very Low;Failure;Low;Low;Very Low;Dropout
3601;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;Superior;Low;Low;Graduate
3602;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;High;Low;Medium;Graduate
3603;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Low Failure;Low;Medium;High;Enrolled
3604;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Low Failure;High;High;Low;Graduate
3605;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;Superior;Medium;Very Low;Graduate
3606;Diseno;Yes;Low Failure;No;Yes;No;Very Low;Low Failure;High;Low;Medium;Dropout
3607;Diseno;Yes;Basic;No;Yes;No;Very Low;Failure;High;Low;Medium;Enrolled
3608;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Satisfactory;Medium;Low;High;Dropout
3609;Diseno;Yes;Basic;No;Yes;No;Very Low;Failure;Superior;Medium;Very Low;Enrolled
3610;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Basic;High;Low;Medium;Enrolled
3611;Diseno;Yes;Basic;Yes;Yes;No;Low;Satisfactory;Low;Medium;High;Graduate
3612;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;Low;Medium;Dropout
3613;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Low Failure;Medium;Low;High;Dropout
3614;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Basic;Low;Medium;High;Enrolled
3615;Diseno;Yes;Basic;No;Yes;No;Very Low;Basic;Medium;Medium;Medium;Dropout
3616;Ciencias Exactas;Yes;Basic;No;No;Yes;Very Low;Satisfactory;Low;Medium;High;Enrolled
3617;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;High;Dropout
3618;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;High;Graduate
3619;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;High;Low;Medium;Graduate
3620;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Basic;Medium;Low;High;Dropout
3621;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Very Low;Satisfactory;Medium;Low;High;Graduate
3622;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Medium;Medium;Medium;Graduate
3623;Ciencias Sociales;No;Basic;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Dropout
3624;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Low Failure;Low;Medium;High;Graduate
3625;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Failure;Low;Low;Very Low;Enrolled
3626;Ciencias Sociales;No;Basic;Yes;Yes;No;Low;Low Failure;Low;Medium;Medium;Dropout
3627;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Low;Medium;Medium;Enrolled
3628;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Failure;Superior;Low;Low;Dropout
3629;Diseno;Yes;Basic;No;No;Yes;Very Low;Basic;Low;Medium;High;Graduate
3630;Ciencias de la Salud;Yes;Low Failure;Yes;Yes;Yes;Low;Basic;High;Low;Medium;Graduate
3631;Ciencias Sociales;Yes;Basic;Yes;No;No;Very Low;Basic;Superior;Low;Low;Dropout
3632;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Enrolled
3633;Ciencias Sociales;Yes;Satisfactory;No;Yes;No;Low;Basic;Medium;Medium;Medium;Graduate
3634;Ciencias de la Salud;Yes;Satisfactory;No;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
3635;Ciencias de la Salud;Yes;Basic;No;Yes;No;High;Satisfactory;Low;Medium;Medium;Graduate
3636;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;High;Graduate
3637;Ciencias Sociales;Yes;Basic;No;No;No;Very Low;Basic;Low;Medium;High;Enrolled
3638;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Satisfactory;Superior;Medium;Very Low;Graduate
3639;Diseno;Yes;Basic;No;Yes;Yes;Low;Basic;Medium;Low;High;Graduate
3640;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Medium;Low;High;Graduate
3641;Ciencias Sociales;Yes;Low Failure;Yes;No;No;Very Low;Failure;Medium;Low;High;Dropout
3642;Ciencias Sociales;No;Basic;No;Yes;Yes;Very Low;Low Failure;Medium;Medium;Medium;Graduate
3643;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Very Low;Low Failure;Medium;Medium;Medium;Graduate
3644;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Low Failure;High;Low;Medium;Graduate
3645;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Basic;Medium;Low;High;Graduate
3646;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Enrolled
3647;Ciencias Sociales;Yes;Basic;No;Yes;No;Very Low;Failure;Superior;Low;Low;Dropout
3648;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;High;Low;Graduate
3649;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Low Failure;High;Low;Medium;Dropout
3650;Diseno;Yes;Basic;Yes;Yes;Yes;Low;Basic;Superior;Medium;Very Low;Graduate
3651;Diseno;Yes;Low Failure;No;Yes;No;Low;Low Failure;Superior;Low;Low;Enrolled
3652;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Superior;Medium;Very Low;Graduate
3653;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Superior;Low;Low;Enrolled
3654;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;Medium;Low;High;Graduate
3655;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Very Low;Basic;High;Low;Medium;Graduate
3656;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;High;Low;Graduate
3657;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;Low;Medium;Graduate
3658;Ciencias Exactas;No;Basic;No;Yes;Yes;Very Low;Basic;Medium;Medium;Medium;Graduate
3659;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Satisfactory;High;High;Low;Enrolled
3660;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Failure;High;Low;Medium;Dropout
3661;Ciencias Sociales;Yes;Basic;No;Yes;No;Very Low;Satisfactory;Low;Medium;High;Graduate
3662;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Very Low;Basic;Medium;Medium;Medium;Graduate
3663;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;Low;Medium;Graduate
3664;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;Low;Medium;Dropout
3665;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Basic;Superior;Low;Low;Enrolled
3666;Diseno;Yes;Satisfactory;No;Yes;No;Low;Satisfactory;Low;Low;Very Low;Dropout
3667;Ciencias Exactas;Yes;Basic;Yes;No;No;Very Low;Failure;Low;Medium;Medium;Dropout
3668;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Low;Basic;Low;Medium;High;Graduate
3669;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;High;Low;Graduate
3670;Diseno;Yes;Basic;Yes;Yes;Yes;Low;Basic;Low;Medium;High;Graduate
3671;Ciencias de la Salud;Yes;Satisfactory;Yes;Yes;No;Low;Satisfactory;Superior;Medium;Very Low;Graduate
3672;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Satisfactory;High;Low;Medium;Graduate
3673;Ciencias Sociales;No;Basic;No;Yes;Yes;Low;Low Failure;Medium;Low;High;Graduate
3674;Diseno;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Medium;Medium;Medium;Graduate
3675;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
3676;Ciencias Sociales;Yes;Low Failure;Yes;No;No;Medium Low;Low Failure;Low;Low;Very Low;Graduate
3677;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Medium;Medium;Dropout
3678;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Satisfactory;High;Low;Medium;Graduate
3679;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;High;Low;Graduate
3680;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Failure;Low;Medium;Medium;Dropout
3681;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Low Failure;Medium;Low;High;Enrolled
3682;Ciencias Exactas;No;Low Failure;No;No;No;Very Low;Failure;High;High;Low;Dropout
3683;Diseno;Yes;Low Failure;Yes;Yes;Yes;Very Low;Failure;High;Low;Medium;Graduate
3684;Ciencias Exactas;Yes;Satisfactory;No;Yes;No;Low;Low Failure;Superior;Medium;Very Low;Dropout
3685;Ciencias Agrarias;Yes;Basic;No;Yes;No;Very Low;Satisfactory;Superior;Medium;Very Low;Dropout
3686;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Low Failure;Low;Medium;Medium;Dropout
3687;Ciencias Exactas;Yes;Basic;No;No;No;Medium Low;Low Failure;High;Low;Medium;Dropout
3688;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Basic;High;Low;Medium;Graduate
